TransactionID,CardNumber,MerchantID,Transaction_amt,Transaction_time
46812503,9684673374,5487,1789.07,2023-12-31 14:19:44.227971
20181491,7424369522,8879,35.54,2023-09-08 18:22:14.640733
98043052,6302254849,5220,2767.98,2024-03-04 03:30:36.498433
5505932,8853374752,5606,1664.59,2024-02-05 02:30:55.508396
47750974,4772320596,7218,2970.67,2023-09-10 09:53:01.460212
90616921,5924685393,1029,2165.88,2023-09-27 22:25:31.355203
17170635,5769627904,3719,47.53,2023-06-21 08:45:20.223206
15445260,7487046968,4317,2707.33,2023-09-16 19:17:31.172403
97171239,3239043858,5190,1890.58,2024-02-09 02:03:53.827396
51582724,8819179861,5476,2315.05,2023-10-21 02:00:55.089931
98003130,2227403030,9544,289.79,2023-08-30 21:28:10.987684
62086617,9344717608,4305,348.89,2023-09-29 07:32:24.483111
27290983,8528796227,2814,1316.09,2023-09-11 05:23:23.326531
57767407,5412926848,4990,842.76,2023-06-13 05:38:01.703169
70477180,6301999321,8329,1961.81,2023-09-24 14:06:42.002564
94271154,5669577971,2282,374.16,2023-07-30 18:44:53.529021
43776504,4750544780,3602,2094.18,2024-02-15 07:32:47.558247
96733144,5914557237,9055,2642.6,2023-12-20 12:23:05.125637
32613433,1482511430,5996,754.12,2023-11-04 12:30:37.777728
29020913,4379244843,1883,2778.37,2023-12-17 19:32:53.689536
69885607,4899973070,8337,779.31,2023-10-08 07:52:35.422268
91368736,1924500582,5887,373.91,2023-07-10 21:20:38.211082
47276094,9886732744,6013,1301.94,2023-10-12 06:38:43.317891
99659220,5798567245,5999,2892.65,2024-04-19 20:10:20.668380
60568613,6196907342,7647,1003.74,2023-09-07 09:56:27.907044
52117120,2946368096,9948,746.96,2023-11-06 19:00:19.276683
53895923,7715026448,3056,733.8,2024-03-29 08:16:55.400537
31427850,4947105033,5616,2657.76,2024-01-07 00:21:28.712784
143570,3582624513,2814,1499.23,2024-03-29 12:15:17.553619
80752453,5961538616,2558,1732.9,2023-12-10 02:48:10.040577
18728845,9798878054,1091,2923.4,2023-07-27 05:40:24.633122
87890760,4046365489,2949,600.82,2023-10-07 11:22:54.069933
48170125,7273407862,4020,2731.97,2023-07-28 14:57:26.770515
73772608,8918485563,4542,1011.62,2023-05-06 21:56:50.246099
99365580,9541756555,2261,463.18,2023-09-01 09:07:53.733174
54543162,8878920009,6961,2485.47,2023-07-03 19:35:36.501780
82476803,2049933862,6195,2787.53,2024-02-06 22:01:28.379624
3245506,3065977330,7693,2337.26,2023-07-18 11:50:20.887744
72326709,2590244420,5085,2628.02,2024-02-14 22:16:52.666217
38798842,4119978713,9154,2408.91,2024-03-14 23:09:59.661683
74537532,7628035186,1267,2963.67,2023-11-23 15:26:22.911405
72443034,9621093391,5801,2751.29,2023-06-14 18:24:56.895540
40252958,3040024345,1570,1157.57,2024-02-19 10:49:47.865391
50201774,6624165898,7203,2637.41,2023-07-15 18:58:35.158967
86159210,4446082368,1314,1948.66,2023-08-13 16:39:38.342386
45813963,2192442703,3338,2599.79,2023-09-01 00:59:09.584223
82229373,7488636553,5076,464.48,2024-01-28 02:11:14.081243
62254686,6215666878,2769,1950.39,2023-10-20 13:29:29.577750
84663657,9226240956,8337,1059.7,2023-07-20 18:26:35.307325
77886251,4497739065,6784,44.95,2023-07-26 19:03:07.047508
76063299,2167128130,5430,2359.77,2023-08-27 04:08:29.818088
61402392,9281962088,5611,1630.43,2024-01-17 14:50:59.961849
35189921,3591829468,3242,1313.43,2023-11-16 03:57:11.493347
68823360,1458170859,1911,794.55,2023-09-05 04:29:12.549657
21850862,8486611719,8899,694.93,2024-01-22 23:35:37.656900
11220547,7314294261,3575,2323.32,2024-02-11 07:45:52.610128
13041349,8960462504,4348,2150.21,2023-12-07 16:03:56.772761
87009954,7095941897,9788,1157.29,2023-06-03 09:43:44.464747
91729605,8303782961,7218,2708.09,2023-11-18 11:42:30.791760
20536423,3759044931,5759,671.18,2023-09-14 06:55:31.979640
63257436,7377847692,2397,207.47,2023-10-09 04:21:27.885788
72884118,7533609064,5700,959.53,2023-11-23 03:22:53.839003
94262127,9394831303,7493,1093.73,2023-12-07 22:56:36.373986
36362128,8128656416,4838,1901.93,2023-10-08 07:24:57.195235
96440715,1747253671,2244,1919.09,2024-01-22 15:57:44.422798
59618150,4090111817,1684,1282.08,2024-02-11 07:40:40.182881
12532622,8545674171,1811,712.33,2023-05-08 12:45:19.785693
99904443,8462410266,5996,168.05,2023-11-02 15:20:03.763904
36122547,2731751276,7789,2575.78,2024-02-01 14:44:25.265636
40161511,8826122076,4330,1665.11,2023-07-06 11:14:46.795297
53110771,9052337117,1754,1523.51,2023-08-25 22:38:20.155967
70338583,4097612487,9081,781.93,2024-03-24 06:52:28.273267
64047760,9314007339,6698,1117.14,2024-03-25 21:28:03.222756
29372089,4782836426,1362,1977.09,2024-04-15 11:30:53.410524
89090763,5958163956,7352,18.55,2023-08-07 09:01:58.320793
26102624,3137749249,3142,809.05,2024-01-01 20:13:48.875094
92783425,1378575774,1375,91.02,2023-09-03 10:40:21.609589
76288366,9600818776,1740,2758.19,2024-04-17 11:46:53.200130
38653851,7049410268,5213,1746.92,2024-02-05 09:08:21.662024
66315120,7054274423,4020,1465.62,2023-12-18 07:21:29.394728
52341160,2850332947,6179,2965.5,2023-12-06 23:27:47.402574
98390550,8520972545,1452,1425.42,2023-11-04 18:06:01.430143
55483355,2633703533,6138,1167.08,2023-05-15 15:34:49.434115
85138688,8394517029,3608,2760.7,2023-06-22 22:35:07.823478
80848594,7662101817,4008,1219.86,2024-01-08 18:30:04.826852
37167339,9032065912,6698,1686.92,2023-07-22 16:39:18.843679
13133935,7495020933,9019,1753.12,2024-01-02 02:59:22.752357
93562760,3703528148,9839,2856.97,2024-03-28 13:23:29.251624
78810191,2473646313,4820,614.11,2024-02-20 19:03:50.680223
86303108,6041807542,1267,542.79,2023-07-24 09:12:55.442471
92554904,8149620261,4749,749.72,2023-07-18 07:50:35.484774
5155413,3547098255,2672,737.12,2024-04-14 00:57:48.057638
96544564,8202003648,9283,2368.93,2024-02-11 07:48:58.346807
56268828,4436496231,7355,2552.24,2024-03-10 13:20:47.588225
62572953,1129358477,1674,1343.53,2023-09-19 20:49:16.397500
57691763,3275272526,7945,2230.25,2023-09-25 12:26:56.054955
7671472,2157574877,8195,1631.05,2024-01-12 00:47:22.534120
18280466,1679302558,6713,655.75,2024-03-27 12:19:40.681606
10951384,8752008755,6936,2643.94,2023-08-02 21:08:17.106810
69131038,3419642737,7745,620.46,2023-07-07 01:12:00.790566
90913351,1135724742,6155,444.24,2023-10-14 23:41:49.420238
70468491,4867962253,9485,1061.33,2023-10-03 07:46:34.884711
97629025,7570106065,1012,630.78,2023-07-24 11:17:02.244768
47997858,1200224235,2457,1051.77,2023-12-18 11:53:33.417058
81842511,7385039903,9003,449.99,2024-02-18 16:57:15.601423
51795363,8906133732,6893,2612.07,2023-11-29 21:30:00.550841
40013560,2318720647,2988,1686.82,2023-10-21 01:23:22.247052
29971297,8129794327,5592,1651.99,2024-03-03 18:07:12.590945
81962498,3334379781,7444,897.05,2023-08-24 16:23:27.725507
83147844,3692779528,9506,1433.97,2023-08-30 21:30:31.688631
11667937,8374446485,7936,260.18,2024-02-24 22:55:02.531926
58159360,8327440322,2431,598.99,2023-12-26 05:06:13.120403
59003459,5870878867,6961,2050.76,2024-02-28 13:04:40.552112
48525414,1323107012,5715,2779.49,2024-01-17 19:56:01.691491
90059953,7988314626,4884,1701.9,2024-04-10 16:41:58.036564
43288938,7445862883,1941,497.32,2024-01-31 15:00:18.700744
46874292,2794777456,8544,860.97,2023-07-12 19:00:21.481028
10589492,2031288203,8609,2744.92,2023-11-11 22:24:34.236161
38523139,2845549106,9697,64.57,2023-05-22 07:03:36.527182
29066651,5177248883,4620,681.83,2023-12-21 18:51:50.523525
79945179,8724497414,1386,336.16,2023-07-06 17:54:08.848145
99464796,7405896557,1624,459.31,2023-05-15 17:06:33.076945
56487054,8010062569,8056,2623.4,2024-04-15 10:57:19.945716
45520161,3690281778,2949,2300.51,2023-05-27 06:16:09.174417
88019662,6470044819,2050,1461.22,2024-01-25 10:54:32.208232
17296093,2647000816,9283,2111.98,2023-10-11 16:50:58.516980
85991080,3402711194,7693,855.4,2024-02-11 13:06:25.638772
93029383,5769627904,5150,2823.53,2023-07-27 06:57:58.593457
67308908,7958814673,6082,2142.89,2024-02-01 23:25:19.877981
5875489,2429149747,9449,511.19,2023-04-28 06:16:06.694671
41754469,9530912082,6259,1427.91,2023-09-17 08:15:31.077223
79171871,4462758701,4947,1921.98,2023-07-29 02:10:57.776620
50742823,7864887898,2402,1966.98,2023-08-11 06:50:04.415497
89839088,4563495921,9223,137.48,2023-09-05 20:25:12.479748
52635697,6127877726,1754,1884.68,2023-11-02 18:57:58.774334
810549,6978425892,6382,2090.19,2024-04-11 09:41:57.751427
76495210,9569333118,7373,2169.11,2023-09-17 04:40:09.924721
97758721,6079727101,4079,539.14,2024-01-10 20:14:09.584047
55999877,2810223653,9181,1560.41,2024-03-14 21:20:21.650816
77638905,4537493039,5087,800.37,2023-11-30 07:33:24.277316
52668345,4964938043,8825,506.09,2023-06-16 22:05:15.405015
74959062,8489866622,1362,1558.37,2023-12-23 21:19:10.630672
67106882,6597880014,4509,982.51,2023-10-12 21:01:37.999389
67240297,8307158150,8794,1252.0,2023-06-04 18:32:54.700932
7046673,4305256325,8924,2454.65,2024-04-17 09:40:56.599349
61248095,5295361883,8924,1933.28,2024-01-30 11:51:44.608305
95370583,9500348467,9428,1907.39,2024-01-18 10:20:59.110772
10414480,3012608916,7352,2372.29,2024-04-08 05:53:20.950338
33359642,9099355669,1856,1939.44,2024-04-23 11:29:40.122284
1629343,4918105460,1870,1042.04,2023-06-16 23:35:32.208554
23461295,3811007273,4272,2413.73,2024-04-05 16:07:06.307002
37228900,6503925828,1113,1889.46,2023-09-16 01:42:53.789911
64894829,7716320006,5999,2914.05,2023-07-22 00:21:43.233336
51717361,7801716530,1752,1199.95,2023-08-16 11:49:07.607797
3470666,8774767718,9449,110.75,2024-02-14 08:14:02.777405
63225528,8727096780,4622,2149.72,2023-12-07 22:52:22.421448
98322630,4278686692,3113,1361.19,2024-03-28 02:18:22.568094
32910297,4314014755,9081,2991.87,2024-01-21 17:24:47.922711
21834740,3349594362,2331,2248.44,2023-08-17 19:37:35.337847
28140748,1724307708,4947,2820.8,2023-08-27 16:21:19.472468
26097258,1409613615,1314,1315.89,2023-09-05 22:37:20.846981
95131090,8700190048,8036,2737.58,2024-02-16 15:03:22.019376
20006468,7789786107,4084,245.6,2023-10-20 16:47:57.051131
35638896,9440284272,4973,1760.83,2023-11-13 09:22:53.175889
19708037,1631556844,2465,248.17,2024-01-01 09:22:31.341173
3081585,6892337900,6404,26.99,2024-03-15 10:58:41.529751
59229552,6624568095,8181,329.03,2024-04-08 12:04:50.248483
87876419,6049262796,2718,2471.53,2023-05-30 01:17:41.422876
27192711,7755786166,9357,737.23,2023-11-23 18:02:49.848591
81584543,2965906691,2244,2712.48,2023-10-31 01:39:47.636980
41024659,9622354285,2362,2493.81,2023-08-09 00:00:49.524655
5924965,9451653500,2362,398.43,2024-01-28 06:51:37.929140
63299183,7566115908,9019,763.14,2023-10-11 14:57:29.330689
71207841,3714125187,5904,760.18,2023-07-30 21:57:36.092669
17407199,3358037462,5599,2485.86,2024-04-24 23:11:55.338165
62446244,6727076577,5286,701.28,2024-04-26 01:47:58.668073
37796903,4686080864,6643,11.6,2023-09-25 22:06:04.520775
45683297,1013461176,5904,2202.21,2023-06-05 10:09:30.582739
77385491,5820976539,9254,933.76,2023-06-23 12:08:03.343694
62310948,1030675108,8181,441.47,2023-12-27 13:41:52.875283
32122602,8650414042,5106,1815.87,2023-07-07 08:40:31.866208
89294864,4618106287,7570,1199.62,2023-06-12 03:20:32.014996
88639660,2961410019,6330,2569.13,2024-01-25 19:26:37.049210
8061364,5004710654,6170,380.42,2023-05-17 06:28:05.076068
22156412,9664745252,1578,1906.18,2023-05-01 10:03:48.684261
21447113,6127879136,8329,1218.66,2023-05-23 19:31:24.879920
40816281,8980648362,6333,1087.48,2024-01-21 00:56:12.834455
28461074,3294065661,5430,1070.82,2023-11-14 17:20:22.198069
92097622,3939665062,1016,876.65,2023-12-12 17:20:05.959831
72942788,1489414010,1624,135.55,2023-11-03 10:54:24.770467
50127705,6426843309,4292,719.46,2024-02-01 09:52:33.461435
82649444,7206646913,2516,2792.02,2023-08-06 22:36:06.049293
68364515,7801716530,9461,163.22,2023-08-18 12:36:48.331303
90328522,5380806944,5085,465.71,2024-04-13 07:53:26.981213
45104852,5222204241,4451,1624.01,2024-02-16 08:46:18.195289
57866373,2794192964,4630,255.19,2023-09-21 11:15:22.278116
34080739,7852867822,3074,1746.08,2023-07-10 16:38:34.088699
5995662,4972610815,2672,1681.27,2024-02-27 01:06:26.926114
1518864,5410470846,4085,1217.76,2023-10-07 19:07:15.844104
40375123,5889883275,6735,367.43,2023-08-10 13:06:12.123254
69663183,3064963293,4212,1237.62,2024-01-27 16:40:11.186302
24688929,7150658737,1067,2709.03,2023-11-02 19:35:04.120223
65512277,4823977937,3913,2234.93,2023-06-02 17:00:35.273943
47591025,1126501380,7459,890.46,2023-11-03 15:30:40.539452
53656472,3740842037,8070,2236.99,2023-06-09 01:22:54.195168
11639508,3715953547,2482,1180.14,2024-04-05 19:20:20.557767
47946945,8779851563,9604,2645.07,2023-05-17 05:37:09.089371
12071346,9371223225,7373,2413.48,2023-08-18 13:44:23.551170
23559850,5022448677,9055,1986.19,2023-10-14 17:13:05.894617
13146511,6536873404,6936,1665.1,2023-07-22 00:39:37.356129
70687901,1804708608,9283,2650.43,2023-12-30 15:44:47.122769
4347879,8995797055,7590,798.81,2023-12-01 01:41:22.608468
73643158,1077095993,2763,2594.95,2024-02-10 01:59:20.267038
93689328,3153215965,6124,1283.61,2023-10-14 02:30:27.922939
80694183,5622539053,2666,1123.94,2023-05-24 11:59:26.968822
47315038,2691481539,9499,1145.16,2023-11-09 10:43:56.708308
35705233,2072352595,6829,1740.84,2023-05-21 21:36:11.730282
16808752,8072500513,6987,1523.99,2024-04-18 04:23:24.541013
11100802,6579825954,9151,2848.13,2023-12-21 21:49:02.263439
15549058,9341826068,2285,2160.72,2023-05-14 15:35:47.427953
7455915,1270094416,9459,119.48,2024-01-09 10:01:15.753359
94080485,1336691327,4116,2291.31,2023-08-23 19:51:12.718401
95493079,8861845244,9544,2797.75,2023-11-04 00:19:53.455247
62962974,5010747542,4484,2123.47,2023-06-11 00:04:19.228799
18999824,3748456049,5361,1161.56,2023-07-01 20:12:01.087721
18775026,7671882854,8329,2049.53,2024-01-26 02:26:11.823920
96200853,8985389662,5136,1183.52,2023-07-09 16:44:37.901893
40285008,4732641434,2620,1381.06,2023-11-24 02:19:17.668160
9050414,8735933566,1902,553.15,2023-04-28 15:49:45.720314
41144153,3233281732,6784,1402.74,2024-04-25 02:02:09.458440
51155904,3060989545,7168,1049.53,2023-07-22 10:31:38.562953
75545721,1611875740,8206,882.3,2023-07-31 11:22:28.169936
8099434,3329947475,1632,1487.14,2023-10-06 07:13:49.007002
15582043,3025504010,5354,2078.75,2024-02-16 06:53:32.055534
55442951,2723091158,5768,2367.28,2024-04-12 04:49:11.130366
27056952,7377133857,6713,2068.72,2023-12-24 21:39:07.791790
79737181,2049847562,2281,909.03,2023-06-13 12:35:23.550598
61514256,3914537665,7647,2918.18,2023-06-19 04:59:32.074833
27205458,6000840884,7833,2065.77,2024-03-05 19:07:45.402348
85222854,5821029736,9055,2324.58,2023-07-14 07:59:47.130046
91267031,7107316551,9498,694.02,2024-01-19 10:59:46.592009
1574979,7926109060,3242,2532.86,2023-11-23 00:09:13.442972
41588773,4803278025,2558,1932.58,2023-07-28 04:40:32.996337
59043749,6721674678,8609,2959.15,2023-05-14 11:10:21.951058
59133534,1506222508,4620,1503.07,2023-08-22 07:15:54.615525
96714882,3107048506,1724,282.34,2023-10-27 16:36:28.693036
95897215,2106627884,1996,2836.88,2023-11-20 15:50:27.741040
4155735,7619458095,8036,1563.1,2023-10-31 00:12:03.874601
7332048,9904439852,2244,98.92,2024-04-02 23:06:57.974263
1454386,2115541198,9255,2641.48,2023-07-10 04:59:50.994521
28840282,3401708891,7672,942.07,2024-03-06 20:11:03.999454
46911692,8923034376,6168,1611.39,2023-05-31 08:26:44.150481
40346532,6891875631,3304,1052.41,2023-05-19 20:51:15.920650
36820094,4023626482,2180,2305.63,2024-01-02 07:37:51.069439
8989285,1610331346,7808,988.5,2023-12-27 02:51:47.357529
15817521,3848296584,9151,1517.25,2023-11-24 17:26:09.317690
91183301,7008889567,1007,1479.13,2024-02-22 11:15:06.900643
2874099,8882319212,3602,2601.23,2024-01-18 16:42:44.721252
45099665,9255053214,6168,2602.06,2024-03-22 16:34:21.221375
39802466,8842967978,2261,1794.02,2024-03-14 02:33:40.178240
75720130,2658998836,1624,590.76,2023-07-31 00:09:29.430161
99817697,4339113085,9019,2910.47,2023-10-19 14:40:20.394196
27717615,5795073508,7936,2422.52,2024-04-12 09:42:37.789626
5939206,6880145745,1948,320.05,2023-10-12 17:25:46.087299
45042934,7026237072,3222,2105.11,2024-02-11 19:12:33.455697
38477312,8545225234,3074,1007.4,2023-07-19 18:24:28.625623
14487478,8982775287,5018,2945.67,2023-08-24 16:57:44.080009
33329722,1291884213,8726,1299.25,2023-12-09 01:59:35.834470
26185969,8273780514,6158,2859.23,2023-09-14 08:25:38.543811
61890637,4309506287,3575,517.89,2023-11-15 02:58:28.724365
80597911,1510611435,4305,1670.29,2024-03-24 10:24:29.105408
15304609,6062738709,7848,2901.53,2023-10-18 14:29:46.725650
91897025,5597488211,3163,1764.79,2024-01-20 14:15:47.773782
5549041,5259101007,6866,1746.75,2023-11-18 06:53:50.570672
89597894,2794192964,4622,2908.32,2024-03-30 16:28:50.305905
62807412,8295505676,3612,2266.11,2023-08-04 06:48:27.947258
64171150,1598300047,5971,2397.13,2023-12-24 14:13:19.995453
89884649,4732641434,2548,779.53,2023-11-01 21:10:10.540499
21690446,9468165022,6961,992.71,2023-09-30 04:03:48.463066
13450209,5458883375,2450,931.33,2024-02-13 13:31:49.673686
91947369,6997123559,2097,1978.37,2024-02-01 15:42:43.345044
34175657,1921618284,6382,648.8,2023-06-16 06:20:06.370041
77620574,8980648362,7858,526.34,2024-01-25 22:36:25.142272
38570438,8124899115,3674,2422.9,2024-01-03 17:33:49.197381
54168465,6096353134,9688,517.74,2023-09-22 03:11:44.312580
30296682,7582906862,4007,1185.78,2023-09-15 21:32:49.932808
96626072,7553524305,5173,1585.48,2023-10-07 07:39:34.453424
29460913,1997398292,4246,1033.41,2023-10-05 06:57:53.958610
29009377,3575651309,6671,157.43,2023-10-22 22:25:20.129454
68632742,4953950416,8645,1514.23,2023-05-24 09:18:28.922945
58300328,2441787924,3574,1940.69,2024-02-21 12:45:26.689054
7718329,6791038878,2058,584.2,2024-01-30 20:12:05.633585
95251600,3411894348,3538,559.74,2023-11-21 08:19:31.638350
43236626,1209703951,5768,2583.53,2023-09-30 22:22:41.184898
2814646,6748133569,6190,792.04,2023-10-05 23:14:41.761888
63373964,3577160144,8806,2553.69,2023-09-21 05:18:31.815382
68220905,2360613426,6421,82.58,2023-05-21 02:47:39.914196
41755129,8515618933,6382,2082.72,2023-12-19 13:55:21.247084
78372240,5978985190,4530,421.0,2023-08-19 12:39:03.331582
56077144,8316823776,5287,1979.04,2023-12-11 01:54:14.977814
73168582,1950993055,7808,2388.06,2023-12-04 13:05:25.697135
18610580,6458549826,7745,1780.92,2024-03-01 08:41:31.322644
15400802,9392279837,3549,1051.71,2023-07-19 19:12:39.392827
22112427,3642653056,2282,978.19,2023-11-07 23:48:30.287318
56022498,2722818544,9255,1697.58,2023-09-23 14:50:34.432967
65164582,6987446251,5309,1805.88,2023-12-23 16:07:09.682107
65543639,5622472363,6259,2039.7,2023-08-08 19:53:52.923672
91695679,3576821150,8329,1349.93,2023-10-13 23:22:36.977726
58500929,9314007339,7693,1543.33,2023-05-12 22:27:30.769783
27962776,9909792753,6662,1903.18,2023-11-27 13:23:15.666918
64326017,6393823707,3332,200.34,2024-04-26 09:56:42.003729
13881501,9951425632,6013,1571.62,2023-08-13 03:16:02.018715
73094890,5970560571,8986,1824.6,2024-04-02 17:40:21.954313
29315644,5315491724,5381,2143.99,2023-05-22 06:42:54.246097
82673591,3333769862,1016,1661.37,2023-08-14 06:33:40.773022
42515071,1442641350,4622,2317.06,2023-09-06 09:41:21.656024
29781355,6170123876,6735,2551.7,2023-08-10 09:53:20.534518
23127260,9370438273,9743,2227.15,2023-08-08 17:28:29.294112
8910183,1849130490,2410,2936.42,2023-10-14 22:07:21.547909
25277650,5952265944,2431,2763.47,2024-01-05 02:28:18.776089
16373565,7765544699,6691,1681.81,2023-08-09 19:04:41.819150
47553665,4761013985,9688,2109.39,2023-08-30 01:28:21.716618
89282917,8492708647,3757,2181.78,2023-10-31 12:00:27.407193
73282356,2299777483,5592,2607.34,2023-10-07 07:33:24.574712
50835982,6820774668,2988,925.65,2023-04-30 07:25:09.330655
76727777,3364494100,5702,827.26,2023-06-30 13:12:20.262028
70605094,4628750240,9789,334.39,2023-11-13 23:52:46.658869
1441750,5682143096,5445,1078.45,2023-07-15 06:21:39.766889
57055693,5851243850,7672,1517.72,2023-11-14 20:12:14.178032
23370941,1685085487,9544,153.16,2024-04-24 09:26:10.693774
68332626,7779386912,2769,1312.03,2024-01-14 03:10:04.374040
94255324,6900264139,1505,2976.5,2023-08-17 15:23:34.330235
76896732,6383356868,6054,2157.71,2023-12-16 14:26:31.401879
69917713,6631416293,6868,1027.89,2023-05-03 03:51:57.345981
42495205,9112614488,9428,774.98,2023-08-08 21:36:14.129213
60062593,4815705014,7237,1075.51,2024-01-16 18:02:42.617397
92897779,6985670103,9635,43.87,2023-10-27 15:43:03.937396
74550708,2851684321,3674,2337.03,2023-07-28 08:01:22.031141
49660100,1725370791,5445,569.81,2023-08-03 02:47:29.313896
41734985,9396626805,1585,2382.5,2023-06-20 07:56:58.663275
86731821,3464884006,4216,812.42,2023-12-05 22:56:14.702493
20129714,2599915282,6643,1949.31,2023-12-23 00:23:53.761589
18760223,1308061042,1902,1494.25,2024-01-07 01:48:42.587554
90354039,9707999290,5295,1032.15,2023-09-06 05:11:52.603097
82162945,9593969110,5999,16.83,2024-01-18 00:30:08.932967
9266162,2196189280,6511,2496.24,2023-12-07 10:31:34.766105
78131501,7768226202,1133,1259.29,2023-12-09 14:54:04.936614
80945074,3119362338,8983,864.03,2023-09-29 06:35:21.519954
87711448,6035167023,7818,595.29,2023-05-05 11:04:46.206116
66784257,3402711194,8924,2881.39,2023-10-17 21:04:32.901916
50102251,4201283010,7806,1107.3,2024-01-29 17:51:01.265009
5194325,5399997263,6691,2832.5,2023-07-20 20:59:49.121310
94494367,5344515181,1223,1688.09,2023-09-26 00:58:17.026592
15765363,6748022428,9366,735.55,2023-07-15 04:33:38.973334
27873636,9958096794,7717,1017.2,2023-06-29 17:26:35.676747
70481305,3863488970,2662,1090.25,2023-07-28 06:50:21.403679
15963163,9147167214,3332,2315.35,2023-07-06 14:08:58.506476
55215892,7636841302,6713,1420.89,2023-08-29 18:55:15.996730
29963070,6091513523,5410,411.72,2024-02-09 05:03:45.451507
42209019,7133404918,5754,1649.45,2023-08-05 10:44:10.681493
37939868,4656607487,1087,1303.07,2023-10-12 12:52:21.724228
91195635,7462052000,3142,395.88,2024-04-18 16:02:33.842968
40520846,1165863235,5896,298.73,2024-04-08 18:45:57.289542
67787187,4460170149,1754,1792.44,2023-10-25 20:25:23.205979
25867183,8971664438,4079,294.95,2023-12-28 23:18:18.432328
98897951,2142511109,7352,1330.5,2023-12-06 03:11:12.640663
32465077,2632171008,3674,2675.83,2023-11-13 00:40:06.609264
66730578,9915917762,6511,675.5,2023-12-05 21:31:26.360137
5874248,8001655517,2050,2422.37,2023-05-03 08:45:36.729519
89324313,8448844974,4195,327.05,2023-10-01 08:47:19.084880
91391015,1240805880,9499,1869.88,2024-02-06 10:35:13.329878
83262466,1078464846,4822,1200.84,2023-07-16 17:07:06.778716
11888776,3031154579,8473,680.46,2024-02-09 01:36:17.790196
61959343,1654959593,4884,2211.99,2023-09-24 14:12:02.531193
35443898,3065977330,1441,1522.42,2023-12-24 06:56:41.665087
93394538,8664266363,2604,1009.73,2023-11-06 22:54:57.012498
73015895,5697872700,1624,1900.14,2023-10-13 05:11:19.332341
11474917,9543734703,4822,1619.15,2023-10-17 17:11:17.185243
2521538,9366768178,5715,2832.3,2023-07-29 12:16:06.214220
51482396,1442641350,7105,1583.33,2023-08-16 23:23:50.763060
